"alteration"	"cis"	"mediated_trans"	"mediated_trans_weighted"	"total_trans"	"frac_mediated_trans"	"frac_mediated_trans_weighted"	"num_path_h.all.v5.0.symbols"	"num_path_c2.cp.v5.0.symbols"	"num_path_c3.tft.v5.0.symbols"	"paths_h.all.v5.0.symbols"	"paths_c2.cp.v5.0.symbols"	"paths_c3.tft.v5.0.symbols"	"rank"
"AmplificationPeak3"	"TDRD5"	0	0	311	0	0	0	0	0	""	""	""	197
"AmplificationPeak3"	"HORMAD1"	0	0	311	0	0	0	0	0	""	""	""	198
"AmplificationPeak3"	"TEDDM1"	0	0	311	0	0	0	0	0	""	""	""	199
"AmplificationPeak3"	"OAZ3"	0	0	311	0	0	0	0	0	""	""	""	200
"AmplificationPeak3"	"RPTN"	0	0	311	0	0	0	0	0	""	""	""	201
"AmplificationPeak3"	"FMO5"	0	0	311	0	0	0	0	0	""	""	""	202
"AmplificationPeak3"	"LAMC2"	0	0	311	0	0	0	0	0	""	""	""	203
"AmplificationPeak3"	"ITGA10"	0	0	311	0	0	0	0	0	""	""	""	204
"AmplificationPeak3"	"MEX3A"	0	0	311	0	0	0	0	0	""	""	""	205
"AmplificationPeak3"	"TMEM79"	0	0	311	0	0	0	0	0	""	""	""	206
"AmplificationPeak3"	"HIST2H2BA"	0	0	311	0	0	0	0	0	""	""	""	207
"AmplificationPeak3"	"SELENBP1"	0	0	311	0	0	0	0	0	""	""	""	208
"AmplificationPeak3"	"ECM1"	0	0	311	0	0	0	0	0	""	""	""	209
"AmplificationPeak3"	"DENND1B"	0	0	311	0	0	0	0	0	""	""	""	210
"AmplificationPeak3"	"SLC9C2"	0	0	311	0	0	0	0	0	""	""	""	211
"AmplificationPeak3"	"THEM5"	0	0	311	0	0	0	0	0	""	""	""	212
"AmplificationPeak3"	"ZBTB37"	0	0	311	0	0	0	0	0	""	""	""	213
"AmplificationPeak3"	"ETV3"	0	0	311	0	0	0	0	0	""	""	""	214
"AmplificationPeak3"	"OCLM"	0	0	311	0	0	0	0	0	""	""	""	215
"AmplificationPeak3"	"RHBG"	0	0	311	0	0	0	0	0	""	""	""	216
"AmplificationPeak3"	"NOTCH2NL"	0	0	311	0	0	0	0	0	""	""	""	217
"AmplificationPeak3"	"S100A2"	0	0	311	0	0	0	0	0	""	""	""	218
"AmplificationPeak3"	"SPRR1A"	0	0	311	0	0	0	0	0	""	""	""	219
"AmplificationPeak3"	"GPR89B"	0	0	311	0	0	0	0	0	""	""	""	220
"AmplificationPeak3"	"NBPF15"	0	0	311	0	0	0	0	0	""	""	""	221
"AmplificationPeak3"	"AQP10"	0	0	311	0	0	0	0	0	""	""	""	222
"AmplificationPeak3"	"VANGL2"	0	0	311	0	0	0	0	0	""	""	""	223
"AmplificationPeak3"	"RPS27"	0	0	311	0	0	0	0	0	""	""	""	224
"AmplificationPeak3"	"LCE1E"	0	0	311	0	0	0	0	0	""	""	""	225
"AmplificationPeak3"	"S100A1"	0	0	311	0	0	0	0	0	""	""	""	226
"AmplificationPeak3"	"SLAMF9"	0	0	311	0	0	0	0	0	""	""	""	227
"AmplificationPeak3"	"PTGS2"	0	0	311	0	0	0	0	0	""	""	""	228
"AmplificationPeak3"	"S100A3"	0	0	311	0	0	0	0	0	""	""	""	229
"AmplificationPeak3"	"KCNJ10"	0	0	311	0	0	0	0	0	""	""	""	230
"AmplificationPeak3"	"SPRR2D"	0	0	311	0	0	0	0	0	""	""	""	231
"AmplificationPeak3"	"UHMK1"	0	0	311	0	0	0	0	0	""	""	""	232
"AmplificationPeak3"	"COLGALT2"	0	0	311	0	0	0	0	0	""	""	""	233
"AmplificationPeak3"	"BNIPL"	0	0	311	0	0	0	0	0	""	""	""	234
"AmplificationPeak3"	"SPRR3"	0	0	311	0	0	0	0	0	""	""	""	235
"AmplificationPeak3"	"SH2D1B"	0	0	311	0	0	0	0	0	""	""	""	236
"AmplificationPeak3"	"GPA33"	0	0	311	0	0	0	0	0	""	""	""	237
"AmplificationPeak3"	"METTL11B"	0	0	311	0	0	0	0	0	""	""	""	238
"AmplificationPeak3"	"S100A4"	0	0	311	0	0	0	0	0	""	""	""	239
"AmplificationPeak3"	"F5"	0	0	311	0	0	0	0	0	""	""	""	240
"AmplificationPeak3"	"SLAMF7"	0	0	311	0	0	0	0	0	""	""	""	241
"AmplificationPeak3"	"AXDND1"	0	0	311	0	0	0	0	0	""	""	""	242
